Well_ID,Date,Temperature (°C),Soil Type,Rainfall (mm),Humidity (%),Evaporation Rate (mm/day),Water Table Depth (m),Land Use Type,Groundwater Extraction Rate (L/day),Area Name,Salinity (mg/L)
70412,2023-03-06,36.5,Silty,195.3,20.5,11.45,12.53,Forest,38859.0,Nellore,896.15
65801,2023-03-06,42.3,Loamy,186.8,74.2,7.62,28.33,Industrial,13444.0,Kurnool,247.65
46621,2023-03-06,31.6,Sandy,214.9,49.2,11.08,20.23,Forest,3388.0,Chittoor,938.89
44577,2023-03-06,27.0,Clay,283.7,25.3,5.53,18.97,Agriculture,49089.0,Krishna,122.24
52647,2023-03-07,36.7,Loamy,131.1,89.1,14.36,23.85,Industrial,14224.0,Nellore,1015.66
42163,2023-03-07,26.6,Silty,53.3,63.8,8.99,23.49,Agriculture,41715.0,Nellore,202.65
56167,2023-03-07,35.1,Sandy,63.4,93.4,11.56,17.92,Industrial,12149.0,Krishna,600.52
93537,2023-03-07,31.5,Silty,222.0,27.4,6.97,12.5,Forest,49374.0,Srikakulam,674.83
34076,2023-03-07,34.2,Silty,154.7,63.2,12.78,7.73,Forest,29370.0,Visakhapatnam,1340.07
55522,2023-03-08,27.0,Clay,258.0,62.3,12.68,25.54,Forest,46372.0,Guntur,1117.16
28331,2023-03-08,36.6,Peaty,49.2,96.9,6.92,2.44,Residential,42866.0,Chittoor,135.51
70821,2023-03-09,26.3,Silty,252.6,45.0,9.2,3.61,Residential,36283.0,Anantapur,870.39
62223,2023-03-09,22.7,Silty,55.1,53.5,3.32,29.71,Forest,16151.0,East Godavari,538.14
51869,2023-03-09,40.0,Loamy,104.1,31.0,6.75,14.86,Residential,30389.0,Krishna,1021.01
69470,2023-03-09,41.6,Loamy,38.9,63.4,14.03,7.88,Industrial,40967.0,Krishna,715.8
53254,2023-03-10,27.5,Loamy,178.4,44.4,5.77,6.48,Forest,36844.0,Srikakulam,869.31
59368,2023-03-10,41.0,Loamy,197.8,22.8,3.13,15.38,Residential,46483.0,West Godavari,824.53
42268,2023-03-10,28.1,Clay,132.5,78.0,11.67,10.35,Forest,39097.0,Guntur,1161.77
24238,2023-03-10,30.0,Peaty,78.8,28.6,2.93,5.67,Agriculture,2870.0,Chittoor,778.69
62550,2023-03-10,36.6,Sandy,66.1,91.9,5.84,9.75,Forest,18684.0,Chittoor,635.71
83281,2023-03-12,32.6,Loamy,85.2,42.2,11.92,3.79,Industrial,45323.0,Chittoor,301.76
24536,2023-03-12,27.6,Loamy,131.1,21.6,10.23,13.13,Forest,35655.0,Guntur,842.67
16729,2023-03-13,28.6,Sandy,195.5,62.9,7.04,26.4,Residential,31360.0,West Godavari,1226.51
88926,2023-03-13,41.8,Sandy,92.8,71.1,5.97,29.9,Forest,33404.0,Chittoor,944.71
83402,2023-03-13,28.7,Peaty,203.2,54.4,8.14,2.87,Industrial,47073.0,Visakhapatnam,1111.76
61527,2023-03-14,25.7,Loamy,256.1,68.7,8.1,2.49,Agriculture,41222.0,Guntur,308.88
53221,2023-03-14,37.1,Loamy,167.8,53.5,11.91,17.9,Agriculture,31272.0,Nellore,428.0
51518,2023-03-14,42.1,Peaty,178.2,73.7,6.74,14.33,Forest,27731.0,Chittoor,1232.5
66076,2023-03-14,33.2,Peaty,137.1,58.3,2.71,25.46,Forest,2677.0,Kadapa,1268.26
89108,2023-03-14,44.8,Loamy,205.9,25.2,14.38,29.26,Residential,6295.0,Guntur,1241.91
23093,2023-03-14,32.4,Silty,111.4,44.1,4.43,26.14,Industrial,32323.0,Chittoor,735.85
88967,2023-03-14,22.4,Silty,69.5,77.9,10.92,26.15,Industrial,2652.0,East Godavari,474.28
16662,2023-03-15,35.2,Clay,171.1,84.4,12.57,5.47,Residential,49346.0,Srikakulam,1003.59
43106,2023-03-15,43.1,Silty,122.3,73.9,4.34,21.15,Agriculture,3714.0,Krishna,168.42
56183,2023-03-16,20.7,Clay,191.1,56.6,3.83,18.29,Residential,23668.0,Srikakulam,384.14
50450,2023-03-16,24.6,Silty,190.4,55.0,6.14,8.45,Agriculture,10827.0,Nellore,1023.42
47337,2023-03-17,23.0,Peaty,146.0,74.2,11.07,9.25,Industrial,32481.0,Guntur,757.98
46270,2023-03-18,36.5,Peaty,293.1,91.4,6.68,28.09,Agriculture,48566.0,Nellore,703.58
25338,2023-03-18,37.9,Peaty,45.0,50.8,9.28,28.88,Agriculture,15106.0,West Godavari,1418.43
23027,2023-03-18,42.2,Clay,157.6,83.5,4.0,4.77,Agriculture,25434.0,Chittoor,1386.22
93414,2023-03-18,37.0,Silty,144.1,31.0,13.38,13.61,Agriculture,31003.0,Kurnool,196.08
67675,2023-03-19,30.2,Peaty,184.7,52.9,9.77,16.99,Industrial,15178.0,Srikakulam,1201.25
96397,2023-03-19,31.4,Loamy,213.1,69.6,12.12,27.27,Forest,25380.0,Srikakulam,1102.87
15707,2023-03-20,36.1,Clay,167.2,26.4,5.69,27.46,Forest,20866.0,Visakhapatnam,911.48
61683,2023-03-21,43.2,Loamy,78.4,47.9,8.32,16.37,Residential,34645.0,Kadapa,593.26
96365,2023-03-21,27.9,Clay,228.2,43.4,13.68,23.05,Forest,24571.0,Kurnool,171.59
23422,2023-03-22,22.9,Loamy,264.2,89.0,3.77,6.27,Agriculture,24270.0,East Godavari,1116.61
89017,2023-03-23,42.5,Peaty,52.2,33.5,3.12,16.78,Forest,28384.0,Visakhapatnam,418.84
21409,2023-03-23,27.5,Loamy,253.4,26.2,7.26,9.18,Agriculture,35380.0,Anantapur,1089.51
73029,2023-03-23,34.7,Silty,158.8,57.4,2.76,6.95,Industrial,46789.0,Kurnool,496.93
95212,2023-03-23,31.7,Peaty,294.9,65.3,4.45,17.7,Residential,32530.0,West Godavari,1365.56
79163,2023-03-23,41.2,Clay,40.3,70.5,4.2,29.81,Forest,41050.0,Srikakulam,134.73
47940,2023-03-24,22.6,Peaty,291.6,54.4,9.55,5.87,Industrial,24300.0,East Godavari,1375.25
11146,2023-03-24,23.0,Sandy,167.3,88.3,7.18,15.13,Residential,25365.0,Visakhapatnam,1129.94
61877,2023-03-24,37.4,Silty,132.3,39.5,9.9,19.81,Residential,14323.0,West Godavari,533.66
24401,2023-03-25,39.4,Silty,15.9,45.7,9.73,5.34,Agriculture,47661.0,Kadapa,1012.97
38792,2023-03-25,43.9,Sandy,297.2,42.1,12.01,5.06,Industrial,44767.0,Visakhapatnam,1185.66
28218,2023-03-25,29.1,Silty,42.2,86.9,11.59,22.85,Residential,9488.0,Kadapa,396.75
16979,2023-03-25,23.8,Sandy,299.6,50.2,3.69,10.82,Agriculture,44068.0,Kurnool,122.42
35487,2023-03-25,28.4,Silty,216.6,75.4,11.21,22.69,Agriculture,42965.0,Kadapa,1172.55
93823,2023-03-25,44.7,Sandy,142.4,33.2,11.06,26.73,Agriculture,8028.0,Srikakulam,615.73
94293,2023-03-26,42.3,Loamy,12.4,24.8,3.2,6.12,Agriculture,16388.0,Krishna,1090.76
25339,2023-03-26,37.4,Clay,104.9,22.5,11.27,7.89,Agriculture,37156.0,Guntur,263.07
25807,2023-03-27,31.9,Sandy,291.4,22.7,3.3,23.56,Residential,11063.0,Krishna,1392.92
24224,2023-03-28,31.0,Peaty,242.0,39.0,7.99,3.34,Agriculture,42027.0,West Godavari,1408.21
78539,2023-03-28,44.6,Sandy,279.0,56.5,11.53,12.51,Agriculture,41479.0,Kadapa,742.26
73309,2023-03-29,35.2,Clay,267.2,87.2,13.86,27.61,Forest,44793.0,Kurnool,748.67
46619,2023-03-29,26.4,Peaty,15.2,61.5,12.25,11.78,Industrial,26686.0,Visakhapatnam,520.25
17911,2023-03-29,41.5,Loamy,135.3,85.9,4.08,3.99,Agriculture,32637.0,West Godavari,798.49
42880,2023-03-30,24.2,Clay,18.8,80.3,2.52,19.03,Forest,47634.0,Kurnool,1387.57
87302,2023-03-30,21.5,Silty,40.9,81.7,7.21,12.79,Agriculture,46613.0,Krishna,1142.32
65369,2023-03-30,23.4,Silty,86.7,80.6,3.6,12.7,Industrial,39345.0,Srikakulam,419.15
41442,2023-03-30,28.0,Clay,54.7,36.0,9.37,24.78,Forest,37232.0,East Godavari,311.96
61374,2023-03-30,38.8,Peaty,182.9,59.6,7.96,8.39,Residential,47164.0,Guntur,781.24
48332,2023-03-30,35.4,Clay,243.7,57.5,8.13,20.06,Industrial,8975.0,Chittoor,1117.65
56319,2023-04-01,41.7,Peaty,155.7,42.2,14.43,13.71,Residential,41455.0,Chittoor,792.62
24215,2023-04-01,27.8,Sandy,139.3,95.4,2.52,27.44,Industrial,17357.0,Srikakulam,700.84
74717,2023-04-02,31.6,Clay,246.3,61.4,13.81,21.41,Residential,26600.0,Nellore,374.37
81364,2023-04-04,22.0,Silty,247.4,64.5,3.58,23.99,Agriculture,36690.0,Chittoor,832.03
38901,2023-04-05,29.6,Loamy,146.2,31.9,9.39,10.55,Agriculture,17714.0,Anantapur,896.98
46209,2023-04-05,31.2,Sandy,143.3,35.5,7.01,21.37,Forest,29084.0,Krishna,203.46
47862,2023-04-06,34.0,Clay,147.8,53.1,13.21,11.71,Forest,34837.0,West Godavari,707.82
99968,2023-04-07,26.0,Peaty,122.9,73.2,14.31,18.25,Agriculture,17482.0,Kurnool,799.84
57891,2023-04-07,44.3,Silty,36.7,21.5,3.33,3.18,Forest,46589.0,Chittoor,1368.02
51668,2023-04-07,35.8,Silty,171.3,64.3,11.31,27.0,Forest,12910.0,Kadapa,472.42
36164,2023-04-08,34.5,Peaty,17.2,37.3,4.38,28.72,Residential,9966.0,Visakhapatnam,345.31
12054,2023-04-08,32.4,Peaty,40.3,84.3,9.39,21.33,Agriculture,4886.0,Srikakulam,271.67
90813,2023-04-08,32.4,Loamy,79.6,48.3,12.81,23.66,Industrial,42063.0,East Godavari,1301.49
38229,2023-04-08,40.1,Loamy,181.9,30.9,2.24,11.64,Residential,31577.0,Guntur,852.29
94861,2023-04-09,36.4,Sandy,27.1,47.2,4.98,22.8,Forest,42337.0,Guntur,1480.21
47316,2023-04-09,34.1,Peaty,123.2,46.9,7.81,24.82,Industrial,7134.0,Anantapur,481.72
21250,2023-04-09,35.7,Peaty,95.5,86.9,12.12,3.28,Residential,6529.0,Anantapur,102.7
82062,2023-04-09,44.0,Loamy,48.0,65.4,12.55,24.86,Residential,31057.0,Kadapa,1355.1
63148,2023-04-09,24.3,Peaty,71.8,27.0,4.34,15.98,Forest,5966.0,Visakhapatnam,1222.4
18093,2023-04-10,25.6,Silty,211.5,43.3,5.33,10.82,Agriculture,48566.0,Krishna,1158.12
83923,2023-04-10,35.9,Silty,269.5,56.4,7.8,28.52,Residential,42564.0,Nellore,356.85
67829,2023-04-10,23.6,Peaty,164.5,22.7,9.89,22.98,Agriculture,48604.0,Kurnool,165.78
83783,2023-04-10,37.8,Sandy,208.0,40.4,8.26,19.86,Industrial,44047.0,Guntur,1302.18
50570,2023-04-11,34.6,Sandy,83.3,40.3,14.87,21.77,Residential,33067.0,Kurnool,648.95
51681,2023-04-11,40.3,Loamy,63.0,57.7,7.85,15.31,Industrial,6231.0,Nellore,284.68
29526,2023-04-11,29.7,Sandy,225.9,23.4,9.59,18.79,Industrial,34031.0,East Godavari,867.49
82028,2023-04-12,21.5,Clay,179.6,71.2,14.22,9.51,Agriculture,28622.0,Anantapur,1124.04
71372,2023-04-12,26.9,Loamy,9.5,86.6,4.64,5.94,Industrial,14039.0,East Godavari,439.92
86247,2023-04-14,26.8,Peaty,180.7,83.8,7.71,14.01,Agriculture,15924.0,Krishna,1067.77
28928,2023-04-14,40.5,Peaty,211.4,90.3,14.37,12.86,Industrial,29767.0,West Godavari,353.6
54873,2023-04-15,23.5,Clay,35.9,27.4,9.87,3.48,Industrial,5293.0,Srikakulam,584.77
86374,2023-04-16,25.2,Peaty,71.9,65.9,6.23,22.67,Agriculture,7658.0,Nellore,713.32
97919,2023-04-17,25.6,Loamy,145.3,61.4,13.43,22.3,Industrial,16117.0,West Godavari,1344.58
57947,2023-04-17,23.3,Clay,183.7,44.9,13.76,13.17,Industrial,29914.0,Krishna,103.92
36124,2023-04-17,29.6,Loamy,92.0,89.3,5.57,14.97,Agriculture,24213.0,Guntur,1289.38
23868,2023-04-17,27.0,Loamy,248.3,28.0,6.12,14.31,Agriculture,28934.0,Kurnool,498.7
16334,2023-04-17,20.0,Sandy,232.0,49.8,7.09,8.8,Forest,34877.0,Krishna,346.45
20907,2023-04-18,25.3,Peaty,70.5,87.6,6.23,3.99,Forest,12423.0,West Godavari,504.42
49197,2023-04-18,22.9,Loamy,118.0,95.5,3.03,20.62,Agriculture,34339.0,Srikakulam,379.11
88029,2023-04-18,33.7,Peaty,28.1,32.7,4.76,5.96,Industrial,28007.0,Srikakulam,427.67
91526,2023-04-18,42.5,Peaty,99.6,52.5,9.17,6.69,Residential,8189.0,Kadapa,828.24
75257,2023-04-19,31.6,Clay,132.3,75.5,11.51,22.53,Industrial,23445.0,Kadapa,1199.87
70260,2023-04-19,43.2,Sandy,40.1,29.0,10.2,15.47,Residential,35653.0,East Godavari,1273.19
61709,2023-04-19,41.2,Clay,49.3,80.3,13.35,12.88,Industrial,43928.0,Kadapa,353.85
22269,2023-04-20,31.2,Peaty,109.2,79.5,7.57,29.7,Industrial,37044.0,Visakhapatnam,902.93
14361,2023-04-20,44.2,Clay,117.9,47.8,7.22,10.97,Industrial,30675.0,West Godavari,321.51
11936,2023-04-20,22.0,Peaty,23.1,21.4,3.19,25.58,Residential,40349.0,Guntur,1264.16
55509,2023-04-20,43.2,Loamy,102.9,34.4,13.58,5.37,Agriculture,6909.0,Krishna,524.58
21534,2023-04-21,40.4,Loamy,206.9,47.2,5.71,29.67,Forest,10750.0,Kadapa,1350.62
22387,2023-04-22,37.2,Loamy,2.7,91.6,10.65,23.02,Forest,29449.0,West Godavari,604.9
56376,2023-04-22,26.5,Peaty,24.8,55.8,2.8,3.69,Forest,44103.0,Chittoor,162.88
11747,2023-04-22,27.9,Silty,287.5,27.7,13.27,21.05,Agriculture,38159.0,Anantapur,1360.5
35174,2023-04-22,34.1,Loamy,294.2,25.6,10.49,19.79,Agriculture,20357.0,Kadapa,865.4
13300,2023-04-23,41.6,Silty,272.8,34.6,8.46,11.6,Agriculture,19158.0,Srikakulam,1013.24
50280,2023-04-24,28.3,Clay,240.2,67.0,3.0,20.06,Residential,49476.0,Kurnool,883.97
30629,2023-04-24,42.1,Loamy,178.6,93.4,3.85,12.74,Agriculture,15503.0,Guntur,323.78
64164,2023-04-24,38.1,Clay,24.6,48.9,11.53,26.63,Residential,34240.0,Chittoor,518.55
86699,2023-04-25,30.7,Sandy,278.1,47.0,7.31,17.18,Forest,29814.0,Kurnool,471.24
37286,2023-04-25,35.4,Silty,288.5,63.3,12.96,18.83,Industrial,46087.0,West Godavari,1278.89
15389,2023-04-26,20.1,Silty,131.7,37.1,11.42,28.78,Residential,3385.0,Kadapa,845.3
65168,2023-04-26,22.8,Sandy,51.0,35.5,10.5,22.64,Forest,29211.0,West Godavari,343.43
35948,2023-04-26,43.3,Peaty,247.1,92.5,13.42,3.34,Industrial,15059.0,Guntur,1301.06
38046,2023-04-28,39.2,Silty,152.2,90.7,12.22,2.84,Residential,38122.0,Kurnool,1224.28
56933,2023-04-28,26.1,Loamy,106.8,31.2,10.32,17.86,Industrial,3400.0,Anantapur,153.63
11077,2023-04-28,22.8,Clay,184.7,87.3,7.71,29.2,Industrial,41164.0,Kadapa,954.74
89426,2023-04-29,34.5,Silty,203.1,40.5,12.92,10.11,Agriculture,18455.0,Krishna,822.03
81275,2023-04-29,31.7,Clay,112.2,92.7,2.19,9.04,Agriculture,38546.0,East Godavari,766.43
98464,2023-04-29,26.6,Peaty,243.0,43.2,8.28,24.12,Residential,43418.0,Guntur,374.51
17969,2023-04-29,43.9,Peaty,147.6,42.9,12.92,12.95,Forest,14487.0,Chittoor,897.99
16763,2023-04-30,43.6,Peaty,154.9,41.2,6.75,21.0,Forest,4636.0,Chittoor,719.3
97348,2023-04-30,20.1,Clay,283.0,33.1,3.14,16.55,Residential,42232.0,Nellore,1028.93
38716,2023-05-01,39.4,Loamy,185.1,98.9,3.23,9.74,Forest,7596.0,Krishna,199.74
87617,2023-05-01,22.0,Silty,153.6,87.0,3.36,8.53,Industrial,47047.0,West Godavari,1180.82
48644,2023-05-01,22.3,Sandy,108.1,38.1,4.41,15.39,Agriculture,22164.0,Visakhapatnam,387.34
94156,2023-05-03,20.2,Loamy,268.2,42.9,13.92,4.72,Residential,20839.0,Visakhapatnam,1294.1
27172,2023-05-03,21.6,Clay,78.8,81.5,14.04,15.77,Agriculture,43051.0,Visakhapatnam,533.77
23569,2023-05-03,28.5,Loamy,284.3,22.6,12.31,4.01,Residential,20937.0,Anantapur,1365.15
95352,2023-05-04,42.1,Loamy,221.6,42.9,2.04,24.81,Industrial,43076.0,Guntur,492.99
78160,2023-05-05,23.2,Clay,71.8,45.3,6.13,6.07,Agriculture,17418.0,Nellore,700.44
20723,2023-05-05,32.4,Clay,88.4,24.2,8.61,18.21,Residential,39642.0,Guntur,518.12
21373,2023-05-05,37.4,Loamy,164.7,27.8,6.88,4.18,Residential,3022.0,West Godavari,681.18
22642,2023-05-05,32.7,Peaty,277.1,27.1,8.48,22.08,Industrial,20879.0,Kadapa,1344.11
66533,2023-05-06,27.8,Peaty,3.9,71.7,2.38,15.44,Industrial,45483.0,Nellore,813.79
21725,2023-05-07,30.6,Peaty,91.3,71.6,14.11,29.57,Industrial,15358.0,Krishna,938.38
46910,2023-05-07,42.2,Clay,102.2,52.2,7.3,27.43,Residential,23874.0,Visakhapatnam,1198.56
52887,2023-05-08,39.0,Silty,269.6,59.9,2.56,9.87,Agriculture,47479.0,Kurnool,1038.61
67313,2023-05-08,22.6,Loamy,215.6,49.3,10.65,2.72,Residential,9923.0,Guntur,759.85
20597,2023-05-09,30.3,Silty,295.7,50.3,4.72,13.63,Industrial,41321.0,Chittoor,1261.98
18883,2023-05-10,39.6,Peaty,232.4,51.4,13.65,19.67,Forest,39507.0,East Godavari,109.16
10788,2023-05-10,44.7,Peaty,94.4,89.9,9.52,17.12,Agriculture,26842.0,Kurnool,166.49
81447,2023-05-10,21.3,Silty,14.1,73.0,5.7,29.11,Residential,9501.0,Kurnool,1209.98
76053,2023-05-11,23.6,Sandy,275.8,77.9,5.96,26.14,Residential,9118.0,Anantapur,1216.18
22145,2023-05-11,29.5,Silty,107.6,46.5,3.74,6.53,Agriculture,46616.0,West Godavari,1174.86
22149,2023-05-11,29.3,Silty,178.6,88.7,8.66,11.72,Residential,4806.0,West Godavari,1070.52
86702,2023-05-13,35.4,Clay,87.4,20.4,6.76,4.4,Residential,20266.0,Srikakulam,813.33
17331,2023-05-13,21.2,Clay,157.0,79.8,13.78,28.65,Industrial,21430.0,Guntur,1307.23
72584,2023-05-13,23.0,Clay,130.0,32.0,12.15,10.09,Industrial,41096.0,Visakhapatnam,470.33
47044,2023-05-14,39.4,Peaty,299.6,64.8,13.02,16.98,Residential,26394.0,Krishna,751.1
77054,2023-05-14,33.0,Sandy,176.7,34.7,6.85,3.33,Industrial,34073.0,Guntur,1482.14
51852,2023-05-14,41.8,Clay,218.7,72.4,6.4,3.29,Industrial,12812.0,Kurnool,825.11
42169,2023-05-14,41.0,Clay,212.5,54.2,5.73,19.83,Agriculture,40122.0,Srikakulam,1072.12
55505,2023-05-15,38.5,Peaty,284.3,26.6,12.03,4.71,Industrial,41917.0,Guntur,415.47
13182,2023-05-15,28.9,Loamy,292.2,35.2,8.12,19.43,Industrial,17385.0,East Godavari,1087.68
90628,2023-05-15,34.7,Loamy,230.1,42.1,6.8,20.95,Agriculture,36802.0,Visakhapatnam,915.22
19540,2023-05-16,42.9,Sandy,240.0,49.1,12.81,18.0,Residential,17256.0,Kurnool,1260.37
85345,2023-05-16,44.7,Loamy,218.4,83.0,10.29,28.56,Agriculture,22549.0,Anantapur,1321.47
43848,2023-05-17,43.5,Peaty,23.9,51.0,14.2,3.28,Forest,41394.0,Kurnool,114.34
76323,2023-05-17,26.1,Peaty,10.2,82.3,5.6,16.77,Industrial,9887.0,Srikakulam,267.41
99060,2023-05-17,33.7,Peaty,184.1,68.4,7.08,12.78,Industrial,15708.0,Krishna,373.46
75399,2023-05-18,24.3,Sandy,237.4,99.7,3.72,20.44,Forest,39750.0,Visakhapatnam,1334.77
26083,2023-05-18,37.2,Loamy,29.9,71.0,12.81,2.77,Industrial,20299.0,Kadapa,146.59
30565,2023-05-18,24.8,Loamy,276.2,77.6,2.81,3.91,Agriculture,47332.0,Chittoor,886.44
99566,2023-05-19,36.7,Peaty,40.1,58.8,12.03,15.47,Residential,20050.0,Krishna,1079.26
56214,2023-05-19,20.7,Silty,297.4,96.4,3.79,13.68,Agriculture,22013.0,Kurnool,244.71
22293,2023-05-20,26.0,Silty,242.7,54.9,8.93,18.45,Industrial,26760.0,Guntur,1206.95
40476,2023-05-20,40.5,Sandy,247.4,44.1,3.34,26.15,Forest,42359.0,Visakhapatnam,846.37
14337,2023-05-21,44.7,Sandy,79.1,42.7,2.64,2.71,Agriculture,24579.0,Guntur,111.23
36700,2023-05-21,38.1,Sandy,51.8,86.6,6.39,16.21,Forest,49450.0,Chittoor,831.5
10195,2023-05-21,44.6,Loamy,195.3,95.5,2.06,26.05,Industrial,8626.0,Chittoor,1092.91
34251,2023-05-22,34.1,Clay,70.3,37.3,11.71,14.4,Agriculture,21735.0,Srikakulam,311.02
75278,2023-05-23,20.6,Loamy,193.8,69.7,14.26,9.53,Residential,42779.0,West Godavari,1311.22
59534,2023-05-23,41.8,Loamy,62.6,56.7,7.78,12.01,Residential,17610.0,Chittoor,632.81
23852,2023-05-23,38.7,Peaty,245.3,70.8,10.88,24.94,Residential,11572.0,Anantapur,1336.24
81136,2023-05-23,34.8,Peaty,158.2,68.3,13.96,2.14,Forest,29611.0,Guntur,880.55
66479,2023-05-24,22.4,Loamy,92.1,83.5,10.04,15.11,Agriculture,4081.0,East Godavari,172.86
43207,2023-05-24,43.9,Sandy,30.5,33.5,7.76,21.03,Agriculture,21829.0,Srikakulam,829.14
86050,2023-05-25,29.8,Loamy,45.4,69.0,5.17,18.49,Residential,9088.0,East Godavari,470.49
61296,2023-05-25,42.5,Sandy,254.2,25.1,4.3,23.96,Forest,17928.0,West Godavari,323.93
79449,2023-05-25,31.2,Peaty,287.8,57.6,9.4,28.47,Residential,49181.0,East Godavari,683.1
60264,2023-05-26,23.7,Sandy,267.1,28.9,10.63,20.06,Forest,22560.0,Kurnool,683.98
51937,2023-05-26,22.2,Sandy,179.0,28.0,11.18,11.52,Agriculture,47878.0,Visakhapatnam,575.06
33343,2023-05-26,40.3,Loamy,273.1,81.6,6.47,9.91,Residential,6018.0,Visakhapatnam,1146.57
97390,2023-05-27,37.0,Silty,41.5,28.7,6.77,26.58,Forest,21999.0,Nellore,773.83
94129,2023-05-27,29.9,Peaty,143.3,72.9,4.63,13.16,Forest,23698.0,Guntur,1224.6
31869,2023-05-27,35.1,Clay,165.8,75.3,14.48,26.5,Forest,15192.0,Kadapa,837.45
89693,2023-05-27,27.6,Peaty,66.4,69.2,5.79,4.94,Agriculture,27613.0,Krishna,1224.34
95986,2023-05-27,28.3,Loamy,294.7,26.2,7.65,17.84,Agriculture,2204.0,Guntur,677.76
92332,2023-05-28,28.5,Loamy,111.6,40.8,4.2,20.36,Agriculture,44976.0,West Godavari,948.01
14472,2023-05-28,39.5,Sandy,49.3,63.9,6.88,21.72,Forest,32429.0,Visakhapatnam,1015.64
10053,2023-05-28,41.0,Peaty,124.0,49.9,8.03,17.02,Residential,45219.0,Anantapur,184.07
16008,2023-05-29,22.0,Sandy,14.1,87.1,2.44,14.02,Residential,2316.0,Krishna,1394.85
92536,2023-05-29,38.8,Sandy,51.1,37.6,3.36,27.8,Industrial,18910.0,Kadapa,336.1
50846,2023-05-30,35.9,Peaty,249.6,32.6,4.6,21.84,Forest,9635.0,East Godavari,1114.7
74208,2023-05-31,26.0,Silty,249.5,61.0,12.69,21.12,Industrial,35290.0,Kadapa,685.56
65860,2023-05-31,36.8,Peaty,59.8,40.3,9.25,28.5,Forest,36085.0,Chittoor,1295.34
24475,2023-05-31,41.7,Loamy,69.3,57.8,9.27,11.38,Industrial,6354.0,Anantapur,1089.46
57564,2023-05-31,24.5,Sandy,177.1,39.2,12.76,24.5,Forest,44536.0,West Godavari,120.63
49122,2023-05-31,31.1,Silty,4.0,42.1,14.54,19.95,Forest,46537.0,Krishna,564.7
24154,2023-05-31,43.9,Peaty,154.6,35.3,12.05,26.39,Forest,18445.0,Guntur,1480.16
10219,2023-05-31,44.8,Peaty,263.0,91.7,5.99,8.96,Forest,36172.0,East Godavari,498.64
45154,2023-06-01,27.1,Loamy,198.2,25.5,4.57,7.06,Industrial,3651.0,Kurnool,1443.92
40324,2023-06-01,23.5,Clay,92.4,23.2,2.34,23.21,Agriculture,42413.0,West Godavari,939.62
28333,2023-06-02,34.9,Silty,242.6,63.7,3.58,27.0,Forest,14812.0,Anantapur,878.16
48238,2023-06-02,37.9,Clay,276.7,31.1,6.69,21.5,Forest,42945.0,Krishna,1446.35
61245,2023-06-02,43.2,Sandy,179.6,26.0,12.62,8.98,Industrial,9472.0,Visakhapatnam,388.45
80619,2023-06-03,43.8,Loamy,119.3,23.6,13.65,4.22,Agriculture,26607.0,West Godavari,1066.29
54567,2023-06-03,43.5,Clay,64.1,93.5,3.38,28.94,Residential,31362.0,Nellore,986.38
57748,2023-06-03,25.0,Peaty,166.3,63.1,11.9,24.09,Residential,38880.0,Kadapa,492.48
28702,2023-06-04,37.3,Silty,66.6,41.2,4.06,2.81,Agriculture,48732.0,Chittoor,1028.08
64622,2023-06-06,25.5,Loamy,18.7,60.0,2.3,27.35,Forest,43302.0,Nellore,1290.73
23456,2023-06-06,35.7,Clay,149.1,48.4,10.97,2.02,Industrial,20463.0,Kurnool,1308.03
39262,2023-06-07,25.8,Clay,106.1,24.6,7.12,11.02,Industrial,27594.0,Visakhapatnam,433.46
93553,2023-06-07,22.3,Clay,251.1,33.0,9.09,13.52,Industrial,48483.0,Kadapa,1124.16
82122,2023-06-07,22.0,Peaty,131.8,72.5,13.27,2.49,Forest,9496.0,Srikakulam,1178.34
27773,2023-06-08,40.6,Sandy,90.8,69.3,3.15,7.44,Agriculture,46751.0,Krishna,1036.9
33334,2023-06-09,28.8,Silty,186.2,69.2,6.53,11.72,Forest,18696.0,East Godavari,891.31
41520,2023-06-09,27.5,Sandy,105.2,37.8,14.91,9.36,Forest,18405.0,Krishna,1491.66
21133,2023-06-09,21.8,Loamy,114.6,33.9,3.48,20.04,Forest,45864.0,Visakhapatnam,172.66
81933,2023-06-09,36.2,Silty,245.0,57.3,6.51,7.41,Residential,28997.0,Kadapa,222.86
12188,2023-06-09,29.5,Loamy,196.5,39.1,5.85,26.77,Agriculture,21686.0,Krishna,720.57
56253,2023-06-09,28.9,Sandy,6.7,71.1,12.25,29.38,Forest,20763.0,Kadapa,373.65
14498,2023-06-10,40.6,Silty,148.3,64.3,5.97,28.41,Forest,24218.0,Krishna,176.91
69496,2023-06-11,29.1,Peaty,106.1,92.4,9.61,4.7,Industrial,14534.0,East Godavari,1140.38
67348,2023-06-11,35.0,Sandy,95.3,40.1,9.25,24.96,Agriculture,6604.0,Visakhapatnam,1075.81
75576,2023-06-11,40.8,Silty,272.3,69.9,14.61,5.4,Forest,5269.0,Kurnool,1078.62
47562,2023-06-11,33.3,Loamy,190.9,57.4,2.02,11.48,Forest,30514.0,Guntur,277.91
14891,2023-06-11,39.5,Silty,266.2,62.5,9.47,25.01,Residential,13330.0,Kadapa,341.54
83290,2023-06-12,32.4,Sandy,167.3,25.6,11.0,18.87,Residential,15866.0,Guntur,1458.85
